,Ingredient,Freq,Freq_Cucchiaio,Freq_GZ,Freq_RR,Clue
4188,formaggio di tipo cremoso,1,1,0,0,formaggio
606,formaggio dolce,2,2,0,0,formaggio
3462,formaggio edam,1,1,0,0,formaggio
2756,formaggio edamer,1,1,0,0,formaggio
2677,formaggio emmental,3,3,0,0,formaggio
1480,formaggio emmentaler,4,4,0,0,formaggio
2779,formaggio emmenthal,2,2,0,0,formaggio
3946,formaggio erborinato,1,1,0,0,formaggio
2056,formaggio filante,1,1,0,0,formaggio
3456,formaggio fondente,1,1,0,0,formaggio
960,formaggio fontal,1,1,0,0,formaggio
618,formaggio fontina,2,2,0,0,formaggio
625,formaggio fresco,33,24,6,3,formaggio fresco
4719,formaggio fresco al peperoncino,1,0,1,0,formaggio
1562,formaggio fresco cremoso,3,3,0,0,formaggio
524,formaggio fresco da spalmare,1,1,0,0,formaggio
349,formaggio fresco spalmabile,109,16,93,0,formaggio fresco spalmabile
2296,formaggio fresco spalmabile light,2,1,1,0,formaggio
358,formaggio fresco spalmabile tipo philadelphia,1,1,0,0,formaggio
2155,formaggio fresco tipo philadelphia,1,1,0,0,formaggio
2846,formaggio fresco tipo robiola,2,2,0,0,formaggio
1209,formaggio gouda,2,2,0,0,formaggio
356,formaggio grana,20,20,0,0,formaggio grana
2741,formaggio grana padano,1,1,0,0,grana padano dop
592,formaggio grattuggiato,3,1,0,2,formaggio
3400,formaggio grattugiato sale,1,1,0,0,formaggio
780,formaggio gratuggiato,3,3,0,0,formaggio
301,formaggio greco feta,1,1,0,0,formaggio
3796,formaggio grigio,1,1,0,0,formaggio
4654,formaggio latteria,1,0,1,0,formaggio
3270,formaggio magro,2,2,0,0,formaggio
3417,formaggio magro stagionato,1,1,0,0,formaggio
2603,formaggio montasio,4,3,0,1,formaggio
3612,formaggio montasio stagionato,2,1,0,1,formaggio
2284,formaggio olandese,3,3,0,0,formaggio
949,formaggio olandese edam,1,1,0,0,formaggio
1324,formaggio parmigiano,1,1,0,0,parmigiano reggiano dop
1008,formaggio parmigiano grattato,1,1,0,0,formaggio
1520,formaggio pecorino,17,4,0,13,pecorino
2173,formaggio pecorino stagionato,1,1,0,0,formaggio
2552,formaggio philadelphia,5,5,0,0,formaggio
2574,formaggio primo sale,4,4,0,0,formaggio
1775,formaggio quark,1,1,0,0,formaggio
2184,formaggio ragusano stagionato,1,1,0,0,formaggio
3213,formaggio robiola,3,3,0,0,formaggio
1837,formaggio roccolo,1,1,0,0,formaggio
4758,formaggio salato,1,0,0,1,formaggio
3874,formaggio sbrinz,1,1,0,0,formaggio
2475,formaggio scamorza,1,1,0,0,formaggio
1699,formaggio semiduro,2,2,0,0,formaggio
1698,formaggio semiduro da taglio,2,2,0,0,formaggio
4112,formaggio semigrasso tipo fontina,1,1,0,0,formaggio
923,formaggio spalmabile,9,9,0,0,formaggio spalmabile
2696,formaggio spalmabile tipo philadelphia,1,1,0,0,formaggio
1672,formaggio stagionato,6,6,0,0,formaggio stagionato
1458,formaggio stanga,1,1,0,0,formaggio
3815,formaggio stelvio,1,1,0,0,formaggio
2595,formaggio stelvio dop,1,1,0,0,formaggio
1587,formaggio tenero,3,3,0,0,formaggio
852,formaggio zola,1,1,0,0,formaggio
3636,fragola,1,1,0,0,fragole
5,fragole,245,136,109,0,fragole
1965,fragoline,3,3,0,0,fragoline di bosco
262,fragoline di bosco,28,23,5,0,fragoline di bosco
4090,fragolino,1,1,0,0,fragoline
2903,fragoloni,1,1,0,0,fragoloni
4623,frattaglie di maiale,1,0,1,0,frattaglie di maiale
4498,frattaglie di pollo,1,0,1,0,frattaglie di pollo
3318,fregola,14,1,13,0,fregola
2268,fregola sarda,3,3,0,0,fregola
2392,fresco,1,1,0,0,fresco
4646,freselle,1,0,1,0,freselle
1729,friarielli,4,1,1,2,friarielli
4403,friggitelli,5,0,5,0,friggitelli
2508,frisella,1,1,0,0,friselle
1805,friselle,6,3,3,0,friselle
1855,friselline,1,1,0,0,friselline
2185,frittata,1,1,0,0,frittata
3931,frittatina,1,1,0,0,frittatina
2485,frolla,1,1,0,0,frolla
2712,frolla al cioccolato fondente,1,1,0,0,frolla al cioccolato fondente
3891,frollini,1,1,0,0,frollini
4138,frollini al cacao,1,1,0,0,frollini al cacao
4725,fromage blanc,1,0,1,0,fromage blanc
4483,frumina,6,0,6,0,frumina
522,frutta,11,11,0,0,frutta
788,frutta assortita,1,1,0,0,frutta
343,frutta candita,14,5,5,4,frutta candita
1956,frutta di bosco,1,1,0,0,frutta
509,frutta disidratata,3,1,2,0,frutta
3510,frutta esotica secca disidratata,1,1,0,0,frutta
2082,frutta essiccata,1,1,0,0,frutta
1642,frutta fresca,8,5,3,0,frutta fresca
4895,frutta mista,1,0,0,1,frutta
764,frutta secca,7,7,0,0,frutta secca
3252,frutta secca assortita,1,1,0,0,frutta
1540,frutta sgusciata,1,1,0,0,frutta
4317,fruttapec,3,0,3,0,fruttapec
2217,frutti,1,1,0,0,frutti di bosco
236,frutti della passione,14,8,6,0,frutti della passione
627,frutti di bosco,49,17,32,0,frutti di bosco
4358,frutti di bosco disidratati,4,0,4,0,frutti della passione
259,frutti di bosco misti,17,17,0,0,frutti di bosco misti
3618,frutti di bosco secchi,1,1,0,0,frutti della passione
4426,frutti di cappero,9,0,9,0,frutti di cappero
4634,frutti di cappero sott'aceto,2,0,2,0,frutti della passione
1899,frutti di mare,4,4,0,0,frutti della passione
2979,frutti lamponi,1,1,0,0,lamponi
1020,frutti rossi,5,5,0,0,frutti della passione
65,frutti rossi misti,5,5,0,0,frutti della passione
2975,frutto della passione,2,1,1,0,fruttosio
3702,fruttosio,4,1,3,0,fruttosio
2804,frégula,1,1,0,0,frégula
604,fumetto,1,1,0,0,fumetto di pesce
4603,fumetto di crostacei,6,0,6,0,fumetto di crostacei
483,fumetto di pesce,24,20,4,0,fumetto di pesce
2032,fumetto di pesce bianco,1,1,0,0,fumetto di crostacei
3941,funghetti,1,1,0,0,funghetti sott'olio
961,funghetti sott'olio,5,4,0,1,funghetti sott'olio
1066,funghi,35,17,10,8,funghi
3135,funghi alla druxelles,1,1,0,0,funghi
1138,funghi champignon,89,15,74,0,funghi champignon
4357,funghi chiodini,6,0,6,0,funghi chiodini
3017,funghi comuni,1,1,0,0,funghi
3675,funghi finferli,12,1,9,2,funghi finferli
407,funghi misti,13,11,0,2,funghi misti
2277,funghi murgello,1,1,0,0,funghi
4367,funghi orecchioni,6,0,6,0,funghi orecchioni
4792,funghi ovoli,4,0,0,4,funghi
987,funghi pioppini,6,5,1,0,funghi pioppini
1810,funghi porcini,78,18,47,13,funghi porcini
1431,funghi porcini secchi,7,7,0,0,funghi porcini secchi
3573,funghi porcini sott'olio,3,3,0,0,funghi
4466,funghi portobello,4,0,4,0,funghi
4468,funghi prataioli,1,0,1,0,funghi
1036,funghi secchi,47,36,2,9,funghi secchi
1420,funghi secchi porcini,1,1,0,0,funghi
4805,funghi sott'olio,1,0,0,1,funghi
3719,fungo porcino,1,1,0,0,fungo porcino
858,fusi di pollo,9,3,6,0,fusi di pollo
98,fusilli,50,25,24,1,fusilli
4352,fusilli 5 cereali,5,0,5,0,fusilli
2660,fusilli al farro,1,1,0,0,fusilli
670,fusilli al ferretto,1,1,0,0,fusilli
4252,fusilli bucati corti,8,0,8,0,fusilli bucati corti
4122,fusilli di gragnano,1,1,0,0,fusilli
1508,fusilli di kamut,1,1,0,0,fusilli
4506,fusilli di lenticchie rosse,2,0,2,0,fusilli
2069,fusilli integrali,10,2,8,0,fusilli integrali
3857,fusilli kamut monograno,1,1,0,0,fusilli
3836,fusilli stracotti,1,1,0,0,fusilli
1966,fusilloni,4,2,2,0,fusilloni
427,fusillotti,1,1,0,0,fusillotti
3590,gallette,1,1,0,0,gallette
3424,gallette di pane,2,2,0,0,gallette di pane
278,gallina,12,12,0,0,gallina
3638,gallina padovana,1,1,0,0,gallina
746,gallinella,9,2,6,1,gallinella
3657,gallinella di mare,1,1,0,0,gallinella
3324,gallinelle,2,2,0,0,gallinella
1337,gamberetti,64,42,20,2,gamberetti
3715,gamberetti cotti,1,1,0,0,gamberetti
3177,gamberetti rosa,2,2,0,0,gamberetti
530,gamberi,179,61,114,4,gamberi
3506,gamberi bianchi,1,1,0,0,gamberi
4104,gamberi d'acqua dolce,2,1,0,1,gamberi
726,gamberi imperiali,1,1,0,0,gamberi
1298,gamberi rosa,1,1,0,0,gamberi
864,gamberi rossi,7,7,0,0,gamberi rossi
2965,gamberi viola,2,2,0,0,gamberi
839,gamberi viola di taglia,1,1,0,0,gamberi
309,gamberoni,26,16,9,1,gamberoni
2201,gamberoni di mare,1,1,0,0,gamberoni
2721,gamberoni filo nero,1,1,0,0,gamberoni
4658,gambi di cipollotto,1,0,1,0,gambi di rabarbaro
3351,gambi di rabarbaro,3,3,0,0,gambi di rabarbaro
2635,gambi di sedano,1,1,0,0,gambi di rabarbaro
2631,gambo di porro,1,1,0,0,gambo di porro
3821,gambo di rabarbaro,1,1,0,0,gambo di rabarbaro
3217,ganache cioccolato,1,1,0,0,ganache cioccolato
3328,garam masala,6,4,2,0,garam masala
2802,garam masala rosso,1,1,0,0,garam masala
2988,garganelli,2,2,0,0,garganelli all'uovo
2657,garganelli all'uovo,6,1,5,0,garganelli all'uovo
2417,garganelli secchi,1,1,0,0,garganelli all'uovo
3143,gari,1,1,0,0,gari
2918,garofano,1,1,0,0,garofano
4093,garretto di vitello,1,1,0,0,garretto di vitello
4694,gassosa,2,0,2,0,gassosa
3787,gattucci di mare,1,1,0,0,gattucci di mare
168,gelatina,377,178,199,0,gelatina
23,gelatina alimentare,27,27,0,0,gelatina alimentare
2647,gelatina alla fragola,1,1,0,0,gelatina
2588,gelatina animale,2,2,0,0,gelatina
1409,gelatina d'albicocche,1,1,0,0,gelatina
4075,gelatina d'arance,2,2,0,0,gelatina
1893,gelatina d'arancia,3,3,0,0,gelatina
886,gelatina di albicocca,1,1,0,0,gelatina
2404,gelatina di albicocche,5,5,0,0,gelatina
2060,gelatina di arancia,1,1,0,0,gelatina
2282,gelatina di chianti,1,1,0,0,gelatina
2214,gelatina di mele cotogne,1,1,0,0,gelatina
3371,gelatina di mirtilli,1,1,0,0,gelatina
3141,gelatina di passito,1,1,0,0,gelatina
3325,gelatina di pesche,1,1,0,0,gelatina
1406,gelatina di riber rosso,1,1,0,0,gelatina
3468,gelatina di ribes,2,2,0,0,gelatina
2865,gelatina spray,1,1,0,0,gelatina
4329,gelato,1,0,1,0,gelatina
2459,gelato al cioccolato,5,3,1,1,gelato al fiordilatte
2713,gelato al fior di latte,1,1,0,0,gelato al cioccolato
142,gelato al fiordilatte,7,1,6,0,gelato al fiordilatte
3750,gelato al kiwi,1,1,0,0,gelato al cioccolato
518,gelato alla crema,5,3,2,0,gelato alla crema
2457,gelato alla fragola,4,3,1,0,gelato al cioccolato
4894,gelato alla frutta,1,0,0,1,gelato al cioccolato
2458,gelato alla panna,4,1,3,0,gelato al cioccolato
2752,gelato alla vaniglia,5,4,0,1,gelato alla vaniglia
4540,gelato allo yogurt,1,0,1,0,gelato al cioccolato
3765,gelato di banana,1,1,0,0,gelato al cioccolato
3937,gelato di crema alla vaniglia,1,1,0,0,gelato al cioccolato
3291,gelato di fragola,1,1,0,0,gelato al cioccolato
3292,gelato di pistacchio,1,1,0,0,gelato al cioccolato
796,gelato di zabaione,1,1,0,0,gelato al cioccolato
991,gelato fior di latte,1,1,0,0,gelato al cioccolato
1500,gelato fiordilatte,2,2,0,0,gelato al cioccolato
1950,gelato variegato all'amarena,1,1,0,0,gelato al cioccolato
2774,germe di grano,1,1,0,0,germe di grano
815,germogli,4,4,0,0,germogli di soia
4487,germogli alfa alfa,1,0,1,0,germogli
3489,germogli di acetosella,1,1,0,0,germogli
3342,germogli di alfa alfa,1,1,0,0,germogli
4486,germogli di barbabietola,5,0,5,0,germogli di barbabietola
1156,germogli di crescione,1,1,0,0,germogli
2188,germogli di daikon,1,1,0,0,germogli
843,germogli di daikon verde,1,1,0,0,germogli
2627,germogli di porro,2,2,0,0,germogli
2628,germogli di rapa,1,1,0,0,germogli
2934,germogli di ravanello,1,1,0,0,germogli
1536,germogli di soia,23,9,14,0,germogli di soia
3966,germogli di spinaci,1,1,0,0,germogli
1510,ghaat cotto,1,1,0,0,ghaat cotto
4242,gherigli di noci,68,0,68,0,gherigli di noci
985,ghiaccio,50,26,24,0,ghiaccio
2000,gianduia fondente,1,1,0,0,gianduia fondente
3547,giardiniera,1,1,0,0,giardiniera
3852,giardiniera sott'aceto,1,1,0,0,giardiniera sott'aceto
1779,gin,7,6,1,0,gin
1427,ginepro,28,12,16,0,ginepro
2565,ginger beer,3,1,2,0,ginger beer
4212,girello,1,1,0,0,girello di vitello
872,girello di vitello,3,3,0,0,girello di vitello
1671,giuggiulena,1,1,0,0,giuggiulena
3620,giuncata,1,1,0,0,giuncata
3015,glace di carne,1,1,0,0,glace di carne
3959,glassa,1,1,0,0,glassa di aceto balsamico
2261,glassa al cioccolato,1,1,0,0,glassa di aceto balsamico
1730,glassa di aceto balsamico,6,1,5,0,glassa di aceto balsamico
4068,glassa di marzapane,1,1,0,0,glassa di aceto balsamico
3452,glassa lucidante,1,1,0,0,glassa di aceto balsamico
4253,glicerina,2,0,2,0,glicerina
809,glucosio,35,15,20,0,glucosio
4689,glutine di frumento,1,0,1,0,glutine di frumento
2385,gnocchetti di grano saraceno,1,1,0,0,gnocchetti sardi
4731,gnocchetti di patate,1,0,1,0,gnocchetti sardi
1594,gnocchetti sardi,11,3,8,0,gnocchetti sardi
547,gnocchi,3,2,0,1,gnocchi di patate
4141,gnocchi di farro,1,1,0,0,gnocchi
917,gnocchi di patate,14,13,1,0,gnocchi di patate
1887,gnocchi di patate come,4,4,0,0,gnocchi di patate come
2400,gobbi,1,1,0,0,gobbi
756,gobbo,1,1,0,0,gobbo
4399,gocce di cioccolato,11,0,11,0,gocce di cioccolato
4248,gocce di cioccolato bianco,7,0,7,0,gocce di cioccolato bianco
4239,gocce di cioccolato fondente,71,0,70,1,gocce di cioccolato fondente
4651,golden syrup,1,0,1,0,golden syrup
3588,gomiti rigati,1,1,0,0,gomiti rigati
3894,gomma di gellano,1,1,0,0,gomma di gellano
683,gomma di xantano,2,2,0,0,gomma di xantano
115,gorgonzola,79,29,49,1,gorgonzola
2373,gorgonzola cremoso,1,1,0,0,gorgonzola
2074,gorgonzola di capra,1,1,0,0,gorgonzola
1003,gorgonzola dolce,18,18,0,0,gorgonzola dolce
3188,gorgonzola naturale,1,1,0,0,gorgonzola
1814,gorgonzola piccante,12,12,0,0,gorgonzola piccante
536,gramigna,1,1,0,0,gramigna
916,grana,59,43,0,16,grana
498,grana padano,173,165,0,8,grana padano
2963,grana padano dop,338,1,337,0,grana padano dop
3637,granatina,3,3,0,0,granatina
3923,granceola,2,2,0,0,granceola
3549,granceole,2,1,0,1,granceole
3560,grancevola,2,2,0,0,grancevola
4861,granchi,1,0,0,1,granchio
551,granchio,12,10,2,0,granchio
572,grand marnier,34,19,15,0,grand marnier
411,granella di cioccolato,3,2,1,0,granella di mandorle
3705,granella di cioccolato fondente,1,1,0,0,granella di cioccolato
3066,granella di frutta secca,1,1,0,0,granella di cioccolato
523,granella di mandorle,19,15,4,0,granella di mandorle
1261,granella di nocciola,4,4,0,0,granella di nocciola
7,granella di nocciole,95,31,63,1,granella di nocciole
1988,granella di nocciole tostate,3,3,0,0,granella di nocciole tostate
4456,granella di noci,1,0,1,0,granella di cioccolato
3175,granella di pane integrale tostato,1,1,0,0,granella di cioccolato
63,granella di pistacchi,60,15,45,0,granella di pistacchi
2250,granella di pistacchi tostati,1,1,0,0,granella di cioccolato
1027,granella di pistacchio,9,9,0,0,granella di pistacchio
1926,granella di zucchero,27,6,21,0,granella di zucchero
3956,granelle di vitello,1,1,0,0,granelle di vitello
2022,grani di caffè,1,1,0,0,grani di pepe
4156,grani di fior di sale trapani,1,1,0,0,grani di pepe
3408,grani di ginepro,2,2,0,0,grani di pepe
528,grani di pepe,8,8,0,0,grani di pepe
3464,grani di pepe di caienna,1,1,0,0,grani di pepe
873,grani di pepe nero,6,6,0,0,grani di pepe nero
3448,grani di pepe rosa,3,3,0,0,grani di pepe
2446,grani di pepe verde,1,1,0,0,grani di pepe
2687,grani di senape gialla,1,1,0,0,grani di pepe
3632,granita al caffè,1,1,0,0,granita al caffè
3602,grano,5,2,3,0,grana
2907,grano cotto,5,2,2,1,grano cotto
1161,grano duro,1,1,0,0,grano
967,grano precotto,4,4,0,0,grano
1982,grano saraceno,6,6,0,0,grano saraceno
2440,granoturco,1,1,0,0,granoturco
1254,granulare di soia,1,1,0,0,granulare di soia
1054,grappa,47,26,12,9,grappa
2645,grappa alle pere,1,1,0,0,grappa
3509,grappa bianca,2,1,0,1,grappa
2844,grappa di pere,2,2,0,0,grappa
1602,grappa di prugne,1,1,0,0,grappa
3708,grappa di vinaccia,2,2,0,0,grappa
3389,grappa di vino,1,1,0,0,grappa
3649,grasso di gallina,1,1,0,0,grasso di prosciutto
2422,grasso di prosciutto,7,5,0,2,grasso di prosciutto
4774,grattato,1,0,0,1,grattato
1151,grissinetti,1,1,0,0,grissinetti
772,grissini,5,4,1,0,grissini
3513,grissini al sesamo,1,1,0,0,grissini
3772,grissini pestati,1,1,0,0,grissini
4848,gronghi,1,0,0,1,gronghi
99,groviera,79,49,30,0,groviera
1035,gruviera,4,3,0,1,gruviera
1451,gruyère,7,7,0,0,gruyère
4539,guacamole,1,0,1,0,guacamole
3811,guancia di bue,1,1,0,0,guanciale
4696,guancia di maiale,1,0,1,0,guanciale
933,guanciale,46,17,21,8,guanciale
3282,guanciale affumicato,2,2,0,0,guanciale
2531,guanciale di maiale,2,2,0,0,guanciale
482,guanciale stagionato,2,2,0,0,guanciale
3666,guinness,1,1,0,0,guinness
3944,gusci,1,1,0,0,gusci
3589,gusci d'uovo,1,1,0,0,gusci d'uovo
3441,guttiau,1,1,0,0,guttiau
3967,génépy,1,1,0,0,génépy
3437,hamburger di chianina,1,1,0,0,hamburger di chianina
1856,hamburger di manzo,1,1,0,0,hamburger di manzo
2434,harissa,2,2,0,0,harissa
621,hummus,1,1,0,0,hummus
2186,ikura,1,1,0,0,ikura
2160,impasto base,2,2,0,0,impasto base
2596,indivia,5,5,0,0,indivia belga
1530,indivia belga,10,4,6,0,indivia belga
1421,indivia riccia,5,5,0,0,indivia riccia
3766,indivie belghe,1,1,0,0,indivie belghe
1854,infiorescenze di finocchietto secco,1,1,0,0,infiorescenze di finocchietto secco
1423,inglese,1,1,0,0,inglese
274,insalata,37,24,13,0,insalata
3971,insalata belga,1,1,0,0,insalata
2286,insalata cappuccina,1,1,0,0,insalata
952,insalata cappuccina romana,1,1,0,0,insalata
3378,insalata cappuccio,2,2,0,0,insalata
1275,insalata croccante,2,2,0,0,insalata
4043,insalata di pollo allo zenzero,1,1,0,0,insalata
3341,insalata fresca,2,2,0,0,insalata
2836,insalata iceberg,1,1,0,0,insalata
4334,insalata mista,6,0,5,1,insalata mista
4412,insalata misticanza,16,0,16,0,insalata misticanza
2913,insalata novella,1,1,0,0,insalata
2376,insalata pasqualina,1,1,0,0,insalata
1675,insalata riccia,16,15,1,0,insalata riccia
1477,insalata romana,3,3,0,0,insalata
3053,insalata russa,6,5,1,0,insalata russa
3965,insalata sarset,1,1,0,0,insalata
3697,insalata scarola,1,1,0,0,scarola
11,insalata songino,8,8,0,0,insalata songino
2364,insalata tipo,1,1,0,0,insalata
3690,insalata trevisana,1,1,0,0,insalata
4559,insalata trocadero,1,0,1,0,insalata
2523,insalata valeriana,2,2,0,0,insalata
1086,insalata verde,7,7,0,0,insalata verde
1712,insalata verde riccia,1,1,0,0,insalata
3488,insalate miste,1,1,0,0,insalate miste
2486,insalate secondo,1,1,0,0,insalate secondo
1015,insalatina,8,8,0,0,insalatina
963,insalatina novella,1,1,0,0,insalatina
1890,insalatina tenera tipo valerianella,1,1,0,0,insalatina
3723,insalatina trevigiana,1,1,0,0,insalatina
4165,insalatina verde,1,1,0,0,insalatina
1194,insalatine miste,4,4,0,0,insalatine miste
3170,insaporitore vegetale,1,1,0,0,insaporitore vegetale
4430,isomalto,1,0,1,0,isomalto
4738,jack daniel's barbecue sauce,2,0,2,0,jack daniel's barbecue sauce
3559,jamon de bellota,1,1,0,0,jamon de bellota
3900,jampet leaves koppert cress,1,1,0,0,jampet leaves koppert cress
1299,kaffir,1,1,0,0,kaffir
2829,kamut,3,3,0,0,kamut
312,ketchup,31,19,12,0,ketchup
3331,kikinger,1,1,0,0,kikinger
3246,kinder bueno,2,2,0,0,kinder bueno
761,kirsch,22,20,2,0,kirsch
22,kiwi,46,28,18,0,kiwi
2765,kiwi verde,1,1,0,0,kiwi
1263,kummel,4,4,0,0,kummel
2361,kumquat,4,2,2,0,kumquat
1552,lambrusco,3,1,1,1,lambrusco
1215,lambrusco di sorbara,2,2,0,0,lambrusco
2490,lamelle di mandorle,1,1,0,0,lamelle di mandorle
3104,lamelle di tartufo,1,1,0,0,lamelle di tartufo
1957,lampascioni,3,2,1,0,lampascioni
3982,lampone,1,1,0,0,lamponi
4177,lampone liofilizzato,1,1,0,0,lampone liofilizzato
50,lamponi,201,113,88,0,lamponi
4386,lamponi disidratati,3,0,3,0,lamponi
3433,lampuga,2,2,0,0,lampuga
4734,langres,1,0,1,0,langres
555,lardo,102,62,11,29,lardo
1269,lardo affumicato,4,4,0,0,lardo
3594,lardo bianco,1,1,0,0,lardo
2325,lardo d'arnad,1,1,0,0,lardo
724,lardo di arnad,2,2,0,0,lardo
1691,lardo di cinta,2,2,0,0,lardo
4290,lardo di colonnata,12,0,12,0,lardo di colonnata
2672,lardo di conca,1,1,0,0,lardo
3611,lardo stagionato,1,1,0,0,lardo
1465,lasagne,6,6,0,0,lasagne
4284,lasagne all'uovo,26,0,26,0,lasagne all'uovo
3880,lasagne di farro,1,1,0,0,lasagne
1419,lasagne di semola di grano duro,1,1,0,0,lasagne
4627,lasagne ricce,1,0,1,0,lasagne
4369,lasagne sottili all'uovo,9,0,9,0,lasagne sottili all'uovo
2073,lasagne uovo secche,1,1,0,0,lasagne
3198,lasagne verdi,1,1,0,0,lasagne
4553,lasagne verdi all'uovo,3,0,3,0,lasagne
3524,lasagnette,1,1,0,0,lasagnette
31,latte,1271,1142,60,69,latte
359,latte condensato,83,20,63,0,latte condensato
665,latte condensato nestlé,7,7,0,0,latte condensato nestlé
1953,latte condensato zuccherato,6,6,0,0,latte condensato zuccherato
1142,latte consendato,1,1,0,0,latte
2813,latte crudo,1,1,0,0,latte
3275,latte di bufala,1,1,0,0,latte
3511,latte di capra,2,2,0,0,latte
1,latte di cocco,57,33,24,0,latte di cocco
1731,latte di mandorla,3,3,0,0,latte
1390,latte di mandorle,29,5,24,0,latte di mandorle
1073,latte di riso,14,3,11,0,latte di riso
430,latte di soia,42,21,21,0,latte di soia
4235,latte intero,956,0,954,2,latte intero
4509,latte parzialmente scremato,2,0,2,0,latte
223,latte scremato,6,4,2,0,latte scremato
1499,latte vaccino,5,5,0,0,latte
2195,latte vegetale,5,5,0,0,latte
1511,latticello,12,2,4,6,latticello
2367,lattina,1,1,0,0,lattina
479,lattuga,106,78,21,7,lattuga
3769,lattuga bianca,1,1,0,0,lattuga
2819,lattuga cappuccia,1,1,0,0,lattuga
837,lattuga cappuccio,9,9,0,0,lattuga cappuccio
4371,lattuga iceberg,16,0,16,0,lattuga iceberg
3218,lattuga lavata,1,1,0,0,lattuga
4383,lattuga lollo,1,0,1,0,lattuga
1707,lattuga riccia,2,2,0,0,lattuga
1188,lattuga romana,18,12,6,0,lattuga romana
1813,lattughe,3,2,0,1,lattughino
3973,lattughe cappuccio,1,1,0,0,lattughe
1193,lattughino,4,4,0,0,lattughino
4809,lauro,1,0,0,1,lauro
1199,lavanda,9,7,2,0,lavanda
2066,lavanda essiccata,1,1,0,0,lavanda
3898,leaves koppert cress,1,1,0,0,leaves koppert cress
